timestamp,latitude,longitude
3.195365100000000000e+07,2.967385890273078530e+01,-8.492796449719651264e+01
3.195367600000000000e+07,2.967407878678875477e+01,-8.492693887400811548e+01
3.195372100000000000e+07,2.967428314440465087e+01,-8.492595270182268052e+01
3.195374600000000000e+07,2.967447763012824069e+01,-8.492496629187806434e+01
3.195379100000000000e+07,2.967465336964259137e+01,-8.492403510865509020e+01
3.195381600000000000e+07,2.967483299805789088e+01,-8.492305329444744189e+01
3.195386100000000000e+07,2.967500123534602352e+01,-8.492212906845874443e+01
3.195388600000000000e+07,2.967518556867936041e+01,-8.492114516369683486e+01
3.195393100000000000e+07,2.967536699725078719e+01,-8.492019930655398241e+01
3.195395500000000000e+07,2.967555815667107666e+01,-8.491921956742353927e+01
3.195400000000000000e+07,2.967574339476631451e+01,-8.491828409123306187e+01
3.195401600000000000e+07,2.967593310491124470e+01,-8.491731307674031370e+01
3.195406100000000000e+07,2.967611091443505700e+01,-8.491638150531173324e+01
3.195407700000000000e+07,2.967629810692331915e+01,-8.491542247244790076e+01
3.195412200000000000e+07,2.967647834501855542e+01,-8.491450747244789454e+01
3.195414700000000000e+07,2.967667261468147899e+01,-8.491356024398348268e+01
3.195419200000000000e+07,2.967687539729017132e+01,-8.491262120050521389e+01
3.195421600000000000e+07,2.967709181395683871e+01,-8.491164753383854702e+01
3.195426100000000000e+07,2.967731137679836806e+01,-8.491069693274565111e+01
3.195428500000000000e+07,2.967754004346503649e+01,-8.490969626607898135e+01
3.195433000000000000e+07,2.967777041504973567e+01,-8.490869608028663151e+01
3.195435600000000000e+07,2.967801585166945344e+01,-8.490764531033357798e+01
3.195440100000000000e+07,2.967825151833612196e+01,-8.490663521509549128e+01
3.195444500000000000e+07,2.967849389333612109e+01,-8.490559296509549370e+01
3.195449000000000000e+07,2.967873273391582956e+01,-8.490457003755925314e+01
3.195452500000000000e+07,2.967897963867773825e+01,-8.490350798994020920e+01
3.195457000000000000e+07,2.967922326186614157e+01,-8.490248433776631032e+01
3.195461500000000000e+07,2.967947419082788940e+01,-8.490142698257503184e+01
3.195466000000000000e+07,2.967971033167295758e+01,-8.490041601543889271e+01
3.195468600000000000e+07,2.967995061058452322e+01,-8.489936903584704453e+01
3.195473100000000000e+07,2.968018223207806372e+01,-8.489832363846113594e+01
3.195476600000000000e+07,2.968039289874473141e+01,-8.489734297179447253e+01
3.195481100000000000e+07,2.968060040236791863e+01,-8.489636373991041296e+01
3.195483600000000000e+07,2.968080957628096428e+01,-8.489536794280896004e+01
3.195488100000000000e+07,2.968100557628096325e+01,-8.489444927614229641e+01
3.195489700000000000e+07,2.968120189446278090e+01,-8.489353354886955572e+01
3.195494200000000000e+07,2.968139245784306013e+01,-8.489262298548928243e+01
3.195498700000000000e+07,2.968158625926150052e+01,-8.489167789329070501e+01
3.195499500000000000e+07,2.968177615376504974e+01,-8.489073262556021859e+01
3.195504000000000000e+07,2.968196622468703438e+01,-8.488976934896446380e+01
3.195508500000000000e+07,2.968214065325846462e+01,-8.488887806325017493e+01
3.195508700000000000e+07,2.968232117706799045e+01,-8.488795044420254499e+01
3.195513200000000000e+07,2.968249624810623999e+01,-8.488705579939380641e+01
3.195517500000000000e+07,2.968266667667766967e+01,-8.488610856129857041e+01
3.195522000000000000e+07,2.968282173109943756e+01,-8.488519554089040753e+01
3.195526500000000000e+07,2.968297779198134378e+01,-8.488429524108127566e+01
3.195531000000000000e+07,2.968314769605808223e+01,-8.488334272309566586e+01
3.195531600000000000e+07,2.968331563188333533e+01,-8.488240351133464401e+01
3.195536100000000000e+07,2.968346645797029026e+01,-8.488153797510275922e+01
3.195538600000000000e+07,2.968363437463695931e+01,-8.488060639176941891e+01
3.195543100000000000e+07,2.968379872312180368e+01,-8.487971078570882355e+01
3.195545600000000000e+07,2.968396589985558620e+01,-8.487881837854997968e+01
3.195550100000000000e+07,2.968413511857137621e+01,-8.487793532309756017e+01
3.195554600000000000e+07,2.968430637926917370e+01,-8.487706161935153659e+01
3.195559100000000000e+07,2.968446830834718497e+01,-8.487624622928062479e+01
3.195559500000000000e+07,2.968463787356457573e+01,-8.487536982348350989e+01
3.195564000000000000e+07,2.968479668308838626e+01,-8.487453744253113541e+01
3.195566700000000000e+07,2.968496270793310998e+01,-8.487367344667191560e+01
3.195571200000000000e+07,2.968514432905111988e+01,-8.487281269304872922e+01
3.195575700000000000e+07,2.968534173691861611e+01,-8.487191937213776782e+01
3.195580200000000000e+07,2.968553178488024713e+01,-8.487104763113056549e+01
3.195581600000000000e+07,2.968572558110931681e+01,-8.487016288306112699e+01
3.195586100000000000e+07,2.968592312560583224e+01,-8.486926512792945232e+01
3.195588500000000000e+07,2.968612779227249732e+01,-8.486833979459612465e+01
3.195593000000000000e+07,2.968633566903306331e+01,-8.486740376290597965e+01
3.195597500000000000e+07,2.968654500236639393e+01,-8.486646309623931472e+01
3.195602000000000000e+07,2.968675447484727314e+01,-8.486551826779606245e+01
3.195604600000000000e+07,2.968696408647569740e+01,-8.486456927757620861e+01
3.195609100000000000e+07,2.968717383725166670e+01,-8.486361612557976741e+01
3.195613600000000000e+07,2.968739510077697474e+01,-8.486260984983806566e+01
3.195615500000000000e+07,2.968761086889291434e+01,-8.486165692230183311e+01
3.195620000000000000e+07,2.968783028555957770e+01,-8.486068100563517191e+01
3.195622600000000000e+07,2.968804242738152510e+01,-8.485972116816104460e+01
3.195627100000000000e+07,2.968824437769208657e+01,-8.485879782654613734e+01
3.195631600000000000e+07,2.968844530315792341e+01,-8.485787209983806179e+01
3.195636100000000000e+07,2.968864530315792294e+01,-8.485694676650473411e+01
3.195640600000000000e+07,2.968884398618544651e+01,-8.485601609922643718e+01
3.195641700000000000e+07,2.968904135224049057e+01,-8.485508009800319940e+01
3.195646200000000000e+07,2.968924916890716048e+01,-8.485409296466986007e+01
3.195650700000000000e+07,2.968945490881326066e+01,-8.485310151302667236e+01
3.195653700000000000e+07,2.968965690881326225e+01,-8.485211884636001400e+01
3.195658200000000000e+07,2.968986225959860548e+01,-8.485112874862878130e+01
3.195660700000000000e+07,2.969007096116928324e+01,-8.485013121983294582e+01
3.195665200000000000e+07,2.969027856908085994e+01,-8.484912289489321324e+01
3.195669700000000000e+07,2.969048508333333203e+01,-8.484810377380952673e+01
3.195674200000000000e+07,2.969070308333333230e+01,-8.484701701190476797e+01
3.195678700000000000e+07,2.969092788888888634e+01,-8.484590546825396018e+01
3.195680700000000000e+07,2.969114705555555389e+01,-8.484483796825396951e+01
3.195685200000000000e+07,2.969138169323671406e+01,-8.484372738854382590e+01
3.195689700000000000e+07,2.969161269323671348e+01,-8.484265176949620013e+01
3.195694200000000000e+07,2.969185477166808695e+01,-8.484153043616288414e+01
3.195698700000000000e+07,2.969208038833475172e+01,-8.484048170282953549e+01
3.195703200000000000e+07,2.969230416811617346e+01,-8.483943297933227257e+01
3.195707700000000000e+07,2.969251501811617544e+01,-8.483843877933227873e+01
3.195708600000000000e+07,2.969272551376834812e+01,-8.483744222281053737e+01
3.195713100000000000e+07,2.969293751376834933e+01,-8.483643688947719852e+01
3.195715500000000000e+07,2.969314537091120343e+01,-8.483542765138196273e+01
3.195720000000000000e+07,2.969334203757787094e+01,-8.483445298471528417e+01
3.195720600000000000e+07,2.969353472011755457e+01,-8.483347306408037980e+01
3.195725100000000000e+07,2.969371827567310973e+01,-8.483252846090577748e+01
