timestamp,latitude,longitude
3.195374600000000000e+07,3.850696158928571577e+01,-9.027064842857143390e+01
3.195379100000000000e+07,3.850487625595238228e+01,-9.027131842857141919e+01
3.195383600000000000e+07,3.850277606547618348e+01,-9.027196962111801781e+01
3.195388100000000000e+07,3.850067139880952283e+01,-9.027260895445134281e+01
3.195390600000000000e+07,3.849853225595237660e+01,-9.027324862111801451e+01
3.195395100000000000e+07,3.849646192261904787e+01,-9.027386081159420428e+01
3.195397600000000000e+07,3.849430839880952249e+01,-9.027449071635609812e+01
3.195402100000000000e+07,3.849222830357142300e+01,-9.027508614492754191e+01
3.195405600000000000e+07,3.849006725595238265e+01,-9.027569138302277452e+01
3.195410100000000000e+07,3.848797892261904963e+01,-9.027626738302276976e+01
3.195412500000000000e+07,3.848587877976190441e+01,-9.027682281159420086e+01
3.195417000000000000e+07,3.848384887500000673e+01,-9.027735524016563318e+01
3.195419500000000000e+07,3.848174129166666546e+01,-9.027788999016563309e+01
3.195424000000000000e+07,3.847970010119048112e+01,-9.027841213302278334e+01
3.195426500000000000e+07,3.847771365924290876e+01,-9.027890093452090525e+01
3.195431000000000000e+07,3.847586345090957849e+01,-9.027932726785424222e+01
3.195433500000000000e+07,3.847419276340957595e+01,-9.027971785118756998e+01
3.195438000000000000e+07,3.847273538840957485e+01,-9.028004420626002968e+01
3.195440500000000000e+07,3.847141199257623612e+01,-9.028033595626003205e+01
3.195445000000000000e+07,3.847028580210005089e+01,-9.028057028959337060e+01
3.195447700000000000e+07,3.846931408781433959e+01,-9.028075838483145787e+01
3.195452200000000000e+07,3.846854961162386388e+01,-9.028088781340288449e+01
3.195456600000000000e+07,3.846794200556325904e+01,-9.028097496491804463e+01
3.195461100000000000e+07,3.846756984106109201e+01,-9.028100336318644281e+01
3.195465600000000000e+07,3.846732184106109287e+01,-9.028100069651978288e+01
3.195470100000000000e+07,3.846731684106109128e+01,-9.028095217271024353e+01
3.195472600000000000e+07,3.846744684106108991e+01,-9.028087817271025983e+01
3.195477100000000000e+07,3.846780847201347342e+01,-9.028076204175786756e+01
3.195479600000000000e+07,3.846830647201347375e+01,-9.028062137509120078e+01
3.195484100000000000e+07,3.846890334729437200e+01,-9.028048177359308113e+01
3.195488600000000000e+07,3.846959821396103507e+01,-9.028034284025973477e+01
3.195490600000000000e+07,3.847026290146103378e+01,-9.028020092359307114e+01
3.195495100000000000e+07,3.847094565260782417e+01,-9.028004599545852216e+01
3.195497600000000000e+07,3.847164646740140626e+01,-9.027987805585607362e+01
3.195502100000000000e+07,3.847234913406807522e+01,-9.027970472252272316e+01
3.195504600000000000e+07,3.847305443105098277e+01,-9.027953565527445789e+01
3.195509100000000000e+07,3.847378826311205557e+01,-9.027936437792077129e+01
3.195513600000000000e+07,3.847451786917266503e+01,-9.027919789307229337e+01
3.195514600000000000e+07,3.847524524796053669e+01,-9.027903384004197562e+01
3.195519100000000000e+07,3.847600358129387388e+01,-9.027886434004197724e+01
3.195523600000000000e+07,3.847673939081768424e+01,-9.027869943528007468e+01
3.195525500000000000e+07,3.847749911233667319e+01,-9.027853118211552896e+01
3.195530000000000000e+07,3.847824373138429621e+01,-9.027837189640123938e+01
3.195534500000000000e+07,3.847901444567001050e+01,-9.027820775354409477e+01
3.195538600000000000e+07,3.847978477424143762e+01,-9.027804626782980790e+01
3.195543100000000000e+07,3.848055471709857756e+01,-9.027788743925839299e+01
3.195547600000000000e+07,3.848131805043190923e+01,-9.027773077259172396e+01
