timestamp,latitude,longitude
3.195187000000000000e+07,3.592997258578762398e+01,-8.966220610105376920e+01
3.195191500000000000e+07,3.593049152661443202e+01,-8.966295982977572976e+01
3.195196000000000000e+07,3.593101046744123295e+01,-8.966371355849770453e+01
3.195200500000000000e+07,3.593152940826803388e+01,-8.966446728721967929e+01
3.195205000000000000e+07,3.593204834909484191e+01,-8.966522101594165406e+01
3.195209500000000000e+07,3.593256728992164284e+01,-8.966597474466360040e+01
3.195214000000000000e+07,3.593308623074844377e+01,-8.966672847338557517e+01
3.195218500000000000e+07,3.593360517157525180e+01,-8.966748220210753573e+01
3.195223000000000000e+07,3.593412411240205273e+01,-8.966823593082951049e+01
3.195227500000000000e+07,3.593464305322886077e+01,-8.966898965955147105e+01
3.195232000000000000e+07,3.593516199405566169e+01,-8.966974338827344582e+01
3.195236500000000000e+07,3.593568093488246973e+01,-8.967049711699540637e+01
3.195241000000000000e+07,3.593619987570927066e+01,-8.967125084571736693e+01
3.195245500000000000e+07,3.593671881653607159e+01,-8.967200457443934170e+01
3.195250000000000000e+07,3.593723775736287962e+01,-8.967275830316131646e+01
3.195254500000000000e+07,3.593775669818968055e+01,-8.967351203188329123e+01
3.195259000000000000e+07,3.593827563901648148e+01,-8.967426576060523757e+01
3.195263500000000000e+07,3.593879457984328951e+01,-8.967501948932721234e+01
3.195268000000000000e+07,3.593931352067009044e+01,-8.967577321804917290e+01
3.195272500000000000e+07,3.593983246149689137e+01,-8.967652694677114766e+01
3.195277000000000000e+07,3.594035140232369940e+01,-8.967728067549310822e+01
3.195281500000000000e+07,3.594087034315050033e+01,-8.967803440421508299e+01
3.195286000000000000e+07,3.594138928397730126e+01,-8.967878813293704354e+01
3.195290500000000000e+07,3.594190822480410930e+01,-8.967954186165900410e+01
3.195295000000000000e+07,3.594242716563091022e+01,-8.968029559038097887e+01
3.195299500000000000e+07,3.594294610645771826e+01,-8.968104931910295363e+01
3.195304000000000000e+07,3.594346504728451919e+01,-8.968180304782492840e+01
3.195308500000000000e+07,3.594398398811132722e+01,-8.968255677654687474e+01
3.195313000000000000e+07,3.594450292893812104e+01,-8.968331050526884951e+01
3.195317500000000000e+07,3.594502186976492908e+01,-8.968406423399081007e+01
3.195322000000000000e+07,3.594554081059173711e+01,-8.968481796271278483e+01
3.195326500000000000e+07,3.594605975141853804e+01,-8.968557169143474539e+01
3.195331000000000000e+07,3.594657869224533897e+01,-8.968632542015672016e+01
3.195335500000000000e+07,3.594709763307214700e+01,-8.968707914887868071e+01
3.195340000000000000e+07,3.594761657389894793e+01,-8.968783287760064127e+01
3.195344500000000000e+07,3.594813551472574886e+01,-8.968858660632261603e+01
3.195349000000000000e+07,3.594865445555255690e+01,-8.968934033504459080e+01
3.195353500000000000e+07,3.594917339637935783e+01,-8.969009406376656557e+01
3.195358000000000000e+07,3.594969233720615875e+01,-8.969084779248851191e+01
3.195362500000000000e+07,3.595021127803296679e+01,-8.969160152121048668e+01
3.195367000000000000e+07,3.595073021885976772e+01,-8.969235524993244724e+01
3.195371500000000000e+07,3.595124915968656865e+01,-8.969310897865442200e+01
3.195376000000000000e+07,3.595176810051337668e+01,-8.969386270737638256e+01
3.195380500000000000e+07,3.595228704134017761e+01,-8.969461643609835733e+01
3.195385000000000000e+07,3.595280598216697854e+01,-8.969537016482031788e+01
3.195389500000000000e+07,3.595332492299378657e+01,-8.969612389354227844e+01
3.195394000000000000e+07,3.595384386382059461e+01,-8.969687762226425320e+01
3.195398500000000000e+07,3.595436280464738843e+01,-8.969763135098622797e+01
3.195403000000000000e+07,3.595488174547419646e+01,-8.969838507970820274e+01
3.195407500000000000e+07,3.595540068630100450e+01,-8.969913880843014908e+01
3.195412000000000000e+07,3.595591962712780543e+01,-8.969989253715212385e+01
3.195416500000000000e+07,3.595643856795460636e+01,-8.970064626587408441e+01
3.195421000000000000e+07,3.595695750878141439e+01,-8.970139999459605917e+01
3.195425500000000000e+07,3.595747644960820821e+01,-8.970215372331801973e+01
3.195430000000000000e+07,3.595799539043501625e+01,-8.970290745203999450e+01
3.195434500000000000e+07,3.595851433126182428e+01,-8.970366118076195505e+01
3.195439000000000000e+07,3.595903327208862521e+01,-8.970441490948391561e+01
3.195443500000000000e+07,3.595955221291542614e+01,-8.970516863820589037e+01
3.195448000000000000e+07,3.596007115374223417e+01,-8.970592236692786514e+01
3.195452500000000000e+07,3.596059009456903510e+01,-8.970667609564983991e+01
3.195457000000000000e+07,3.596110903539583603e+01,-8.970742982437178625e+01
3.195461500000000000e+07,3.596162797622264407e+01,-8.970818355309376102e+01
3.195466000000000000e+07,3.596214691704944499e+01,-8.970893728181572158e+01
3.195470500000000000e+07,3.596266585787624592e+01,-8.970969101053769634e+01
3.195475000000000000e+07,3.596318479870305396e+01,-8.971044473925965690e+01
3.195479500000000000e+07,3.596370373952985489e+01,-8.971119846798163167e+01
3.195484000000000000e+07,3.596422268035666292e+01,-8.971195219670359222e+01
3.195488500000000000e+07,3.596474162118346385e+01,-8.971270592542555278e+01
3.195493000000000000e+07,3.596526056201026478e+01,-8.971345965414752754e+01
3.195497500000000000e+07,3.596575336359542518e+01,-8.971417541727461753e+01
3.195502000000000000e+07,3.596626289191027581e+01,-8.971484579257972314e+01
3.195506500000000000e+07,3.596678914695480955e+01,-8.971547078006285858e+01
3.195511000000000000e+07,3.596733212872903351e+01,-8.971605037972403807e+01
3.195515500000000000e+07,3.596789183723295480e+01,-8.971658459156321896e+01
3.195520000000000000e+07,3.596846827246655920e+01,-8.971707341558047233e+01
3.195524500000000000e+07,3.596906143442985382e+01,-8.971751685177571289e+01
3.195525600000000000e+07,3.596967132312284576e+01,-8.971791490014899750e+01
3.195530100000000000e+07,3.597029793854551372e+01,-8.971826756070032616e+01
3.195534600000000000e+07,3.597094128069788610e+01,-8.971857483342967043e+01
3.195539100000000000e+07,3.597160134957994160e+01,-8.971883671833703033e+01
3.195543600000000000e+07,3.597227814519168021e+01,-8.971905321542244849e+01
3.195548100000000000e+07,3.597297166753312325e+01,-8.971922432468588227e+01
3.195552600000000000e+07,3.597368191660424941e+01,-8.971935004612733167e+01
3.195557100000000000e+07,3.597440889240506579e+01,-8.971943037974683932e+01
3.195561600000000000e+07,3.597517873417721290e+01,-8.971950329113923317e+01
3.195566100000000000e+07,3.597594857594936713e+01,-8.971957620253164123e+01
3.195570600000000000e+07,3.597671841772151424e+01,-8.971964911392404929e+01
3.195575100000000000e+07,3.597748825949366847e+01,-8.971972202531645735e+01
3.195579600000000000e+07,3.597825810126582269e+01,-8.971979493670886541e+01
3.195584100000000000e+07,3.597902794303797691e+01,-8.971986784810125926e+01
3.195588600000000000e+07,3.597979778481012403e+01,-8.971994075949366731e+01
3.195593100000000000e+07,3.598056762658227115e+01,-8.972001367088607537e+01
3.195597600000000000e+07,3.598133746835442537e+01,-8.972008658227848343e+01
3.195602100000000000e+07,3.598210731012657959e+01,-8.972015949367087728e+01
3.195606600000000000e+07,3.598287715189873381e+01,-8.972023240506328534e+01
3.195611100000000000e+07,3.598364699367088804e+01,-8.972030531645569340e+01
3.195615600000000000e+07,3.598441683544304226e+01,-8.972037822784810146e+01
3.195620100000000000e+07,3.598518667721518227e+01,-8.972045113924050952e+01
3.195624600000000000e+07,3.598595651898733649e+01,-8.972052405063290337e+01
3.195629100000000000e+07,3.598672636075949072e+01,-8.972059696202531143e+01
