timestamp,latitude,longitude
3.190272400000000000e+07,3.260831847257645677e+01,-7.808892882342027519e+01
3.190275100000000000e+07,3.260848357783962115e+01,-7.808552881464835593e+01
3.190279600000000000e+07,3.260864875026859977e+01,-7.808212583131134465e+01
3.190281700000000000e+07,3.260881398986339974e+01,-7.807871987340926978e+01
3.190286200000000000e+07,3.260896775276437154e+01,-7.807555962515264980e+01
3.190288300000000000e+07,3.260911603259194180e+01,-7.807239830424482818e+01
3.190292800000000000e+07,3.260925519298245945e+01,-7.806937700159490134e+01
3.190297300000000000e+07,3.260939585964912624e+01,-7.806621633492824230e+01
3.190301800000000000e+07,3.260953485964912346e+01,-7.806304983492823624e+01
3.190306300000000000e+07,3.260967285964912321e+01,-7.805987983492822480e+01
3.190310800000000000e+07,3.260980544298245576e+01,-7.805670188038277502e+01
3.190311100000000000e+07,3.260993677631579146e+01,-7.805348388038277108e+01
3.190315600000000000e+07,3.261006765510366279e+01,-7.805026269856459464e+01
3.190317700000000000e+07,3.261019832177033351e+01,-7.804704003189792161e+01
3.190321300000000000e+07,3.261033235772086414e+01,-7.804381036997673959e+01
3.190325800000000000e+07,3.261045962087875694e+01,-7.804074993138024752e+01
3.190328500000000000e+07,3.261058882330790709e+01,-7.803768501707526184e+01
3.190333000000000000e+07,3.261071201629036409e+01,-7.803476613988226518e+01
3.190335700000000000e+07,3.261083647721541467e+01,-7.803183916460315572e+01
3.190340200000000000e+07,3.261096647721540620e+01,-7.802880183126983127e+01
3.190342300000000000e+07,3.261110257570025794e+01,-7.802575904339103374e+01
3.190346800000000000e+07,3.261124324236692473e+01,-7.802267771005769248e+01
3.190348400000000000e+07,3.261139357570026220e+01,-7.801954837672437293e+01
3.190352900000000000e+07,3.261154724236692459e+01,-7.801641971005770415e+01
3.190354900000000000e+07,3.261170510306344283e+01,-7.801318707324176671e+01
3.190359400000000000e+07,3.261185885306343835e+01,-7.801009690657511442e+01
3.190361500000000000e+07,3.261201995165498602e+01,-7.800689728216197238e+01
3.190366000000000000e+07,3.261217589104892767e+01,-7.800380949428317479e+01
3.190368700000000000e+07,3.261233493214481882e+01,-7.800058201483112441e+01
3.190373200000000000e+07,3.261248386110656838e+01,-7.799746279078740940e+01
