timestamp,latitude,longitude
3.195370100000000000e+07,2.937626999999999811e+01,-9.486893100000000345e+01
3.195374600000000000e+07,2.937626999999999811e+01,-9.486893200000001514e+01
3.195379100000000000e+07,2.937626999999999811e+01,-9.486893333333334510e+01
3.195383600000000000e+07,2.937626999999999811e+01,-9.486893466666667507e+01
3.195388100000000000e+07,2.937626999999999811e+01,-9.486893600000000504e+01
3.195392600000000000e+07,2.937626999999999811e+01,-9.486893733333333500e+01
3.195397100000000000e+07,2.937626999999999811e+01,-9.486893866666667918e+01
3.195401600000000000e+07,2.937626966666666561e+01,-9.486893966666667666e+01
3.195406100000000000e+07,2.937626900000000063e+01,-9.486894033333334164e+01
3.195410600000000000e+07,2.937626799999999960e+01,-9.486894066666667413e+01
3.195415100000000000e+07,2.937626666666666608e+01,-9.486894066666665992e+01
3.195419600000000000e+07,2.937626533333333256e+01,-9.486894066666665992e+01
3.195424100000000000e+07,2.937626399999999904e+01,-9.486894066666665992e+01
3.195428600000000000e+07,2.937626266666666552e+01,-9.486894066666665992e+01
3.195433100000000000e+07,2.937626133333333200e+01,-9.486894033333332743e+01
3.195437600000000000e+07,2.937626033149171079e+01,-9.486893966666666245e+01
3.195442100000000000e+07,2.937625966114180187e+01,-9.486893866666666497e+01
3.195446600000000000e+07,2.937625932228360881e+01,-9.486893733333333500e+01
3.195451100000000000e+07,2.937625931491712805e+01,-9.486893600000000504e+01
3.195455600000000000e+07,2.937625931491712805e+01,-9.486893466666667507e+01
3.195460100000000000e+07,2.937625948251488950e+01,-9.486893316573556945e+01
3.195464600000000000e+07,2.937625981771042305e+01,-9.486893149720671659e+01
3.195469100000000000e+07,2.937626065383705054e+01,-9.486892999441342056e+01
3.195473600000000000e+07,2.937626198717038761e+01,-9.486892866108007638e+01
3.195478100000000000e+07,2.937626398532876237e+01,-9.486892815831765802e+01
3.195482600000000000e+07,2.937626664831219259e+01,-9.486892848612612283e+01
3.195482700000000000e+07,2.937626964278732800e+01,-9.486892931117216676e+01
3.195487200000000000e+07,2.937627296875417926e+01,-9.486893063345577559e+01
3.195491700000000000e+07,2.937627630208751484e+01,-9.486893196678911977e+01
3.195496200000000000e+07,2.937627913542084812e+01,-9.486893296678911724e+01
3.195500600000000000e+07,2.937628113726246681e+01,-9.486893363345578223e+01
3.195505100000000000e+07,2.937628230761237802e+01,-9.486893396678911472e+01
3.195509600000000000e+07,2.937628264647057108e+01,-9.486893396678908630e+01
3.195514100000000000e+07,2.937628232050371935e+01,-9.486893396678908630e+01
3.195518600000000000e+07,2.937628165383705436e+01,-9.486893396678908630e+01
3.195518700000000000e+07,2.937628048623928834e+01,-9.486893413438686196e+01
3.195523200000000000e+07,2.937627881771042482e+01,-9.486893446958239906e+01
3.195527700000000000e+07,2.937627698158379275e+01,-9.486893497237569761e+01
3.195532200000000000e+07,2.937627498158379424e+01,-9.486893563904234838e+01
3.195536700000000000e+07,2.937627265009208344e+01,-9.486893580847146268e+01
3.195541200000000000e+07,2.937626998710865678e+01,-9.486893548066298365e+01
3.195545700000000000e+07,2.937626732596685031e+01,-9.486893448895028769e+01
3.195550200000000000e+07,2.937626466666666758e+01,-9.486893283333333216e+01
3.195554700000000000e+07,2.937626233333333303e+01,-9.486893100000000345e+01
3.195559200000000000e+07,2.937626083333333327e+01,-9.486892933333334099e+01
3.195563700000000000e+07,2.937625983333333224e+01,-9.486892850000000976e+01
3.195568200000000000e+07,2.937625933333333350e+01,-9.486892850000000976e+01
3.195572700000000000e+07,2.937625933333333350e+01,-9.486892933333334099e+01
3.195577200000000000e+07,2.937625966666666955e+01,-9.486893066666667096e+01
3.195581700000000000e+07,2.937626050000000077e+01,-9.486893200000001514e+01
3.195586200000000000e+07,2.937626183333333074e+01,-9.486893333333334510e+01
3.195590700000000000e+07,2.937626366666666655e+01,-9.486893466666667507e+01
3.195595200000000000e+07,2.937626566666666861e+01,-9.486893600000000504e+01
3.195599700000000000e+07,2.937626766666666356e+01,-9.486893766666666750e+01
3.195604200000000000e+07,2.937626966666666561e+01,-9.486893966666666245e+01
3.195608700000000000e+07,2.937627166666666767e+01,-9.486894199999998989e+01
3.195613200000000000e+07,2.937627333333333368e+01,-9.486894483333333028e+01
3.195617700000000000e+07,2.937627466666666720e+01,-9.486894716666667193e+01
3.195622200000000000e+07,2.937627566666666823e+01,-9.486894900000000064e+01
3.195626700000000000e+07,2.937627633333333677e+01,-9.486895033333333060e+01
3.195631200000000000e+07,2.937627700000000175e+01,-9.486895049999999685e+01
3.195635700000000000e+07,2.937627716942909828e+01,-9.486895049815836956e+01
3.195640200000000000e+07,2.937627684162062991e+01,-9.486895032780847714e+01
3.195644700000000000e+07,2.937627601657458598e+01,-9.486894998895027697e+01
3.195649200000000000e+07,2.937627452762431091e+01,-9.486894998158379622e+01
3.195653700000000000e+07,2.937627286095764134e+01,-9.486894998158379622e+01
3.195658200000000000e+07,2.937627102762431264e+01,-9.486894964825046372e+01
3.195662700000000000e+07,2.937626902762431058e+01,-9.486894898158379874e+01
3.195667200000000000e+07,2.937626702762430853e+01,-9.486894764825045456e+01
3.195671700000000000e+07,2.937626502762431002e+01,-9.486894564825045961e+01
3.195676200000000000e+07,2.937626336095764401e+01,-9.486894331491713217e+01
3.195680700000000000e+07,2.937626202762431049e+01,-9.486894064825045803e+01
3.195680800000000000e+07,2.937626102762430946e+01,-9.486893864825046307e+01
3.195685300000000000e+07,2.937626036095764448e+01,-9.486893731491713311e+01
3.195689800000000000e+07,2.937625969429097594e+01,-9.486893731864151391e+01
3.195694300000000000e+07,2.937625902762430741e+01,-9.486893865942364812e+01
3.195698800000000000e+07,2.937625885819521088e+01,-9.486894033910510871e+01
3.195703300000000000e+07,2.937625918600368280e+01,-9.486894234278835825e+01
3.195707800000000000e+07,2.937626001104972318e+01,-9.486894335199647799e+01
3.195712300000000000e+07,2.937626133333333200e+01,-9.486894336672943950e+01
3.195716800000000000e+07,2.937626266666666552e+01,-9.486894271111249566e+01
3.195721300000000000e+07,2.937626399999999904e+01,-9.486894172584545970e+01
3.195725800000000000e+07,2.937626533333333612e+01,-9.486894105917879472e+01
3.195730300000000000e+07,2.937626666666666608e+01,-9.486894072584546223e+01
3.195734700000000000e+07,2.937626799999999960e+01,-9.486894072584546223e+01
3.195739200000000000e+07,2.937626900000000063e+01,-9.486894072584546223e+01
3.195743700000000000e+07,2.937626966666666561e+01,-9.486894072584544801e+01
3.195748200000000000e+07,2.937627016666666790e+01,-9.486894105917879472e+01
3.195752700000000000e+07,2.937627050000000040e+01,-9.486894172584544549e+01
3.195752800000000000e+07,2.937627100000000269e+01,-9.486894205545439718e+01
3.195757300000000000e+07,2.937627166666666767e+01,-9.486894204800560715e+01
3.195761800000000000e+07,2.937627216666666641e+01,-9.486894103683241042e+01
3.195766300000000000e+07,2.937627249999999890e+01,-9.486893903683241547e+01
3.195770800000000000e+07,2.937627266666666515e+01,-9.486893736648249842e+01
3.195775300000000000e+07,2.937627266666666515e+01,-9.486893602578268769e+01
3.195779800000000000e+07,2.937627266666666870e+01,-9.486893568139963406e+01
3.195784300000000000e+07,2.937627266666666515e+01,-9.486893633333333753e+01
3.195788800000000000e+07,2.937627266666666515e+01,-9.486893733333333500e+01
3.195793300000000000e+07,2.937627266666666515e+01,-9.486893866666666497e+01
3.195797800000000000e+07,2.937627283333333494e+01,-9.486894000000000915e+01
